experiment id,best path,best cost,node expansion,elapsed time,graph size,graph MST cost,estimated cost,graph min edge,graph max edge,graph mean edge,graph std edge,bounding method,inital cost,ML prioritizer,ML depth,multi process depth
4901,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 39, 165, 464, 809, 801, 312]",0.0155539512634277,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,none,5,0
4902,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 426, 712, 618, 197]",0.0471699237823486,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,random forest,2,0
4903,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 422, 681, 557, 162]",0.1525819301605224,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,random forest,3,0
4904,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 422, 673, 528, 146]",0.6273138523101807,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,random forest,4,0
4905,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 422, 674, 534, 148]",2.195044994354248,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,random forest,5,0
4906,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 188, 573, 1004, 894, 288]",0.0227839946746826,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,neural network,2,0
4907,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 190, 579, 981, 781, 226]",0.0275959968566894,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,neural network,3,0
4908,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 191, 583, 999, 811, 248]",0.050142765045166,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,neural network,4,0
4909,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 191, 583, 1001, 817, 250]",0.132436990737915,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,inf,neural network,5,0
4910,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 39, 161, 417, 623, 488, 149]",0.0135629177093505,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,none,2,0
4911,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 39, 161, 417, 623, 488, 149]",0.0134289264678955,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,none,3,0
4912,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 39, 161, 417, 623, 488, 149]",0.0135080814361572,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,none,4,0
4913,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 39, 161, 417, 623, 488, 149]",0.0133399963378906,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,none,5,0
4914,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 416, 631, 486, 144]",0.0461087226867675,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,random forest,2,0
4915,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 413, 615, 456, 126]",0.1518750190734863,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,random forest,3,0
4916,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 413, 615, 456, 126]",0.6224770545959473,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,random forest,4,0
4917,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 38, 158, 413, 614, 456, 125]",2.192505121231079,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,random forest,5,0
4918,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 40, 169, 484, 759, 581, 164]",0.0192351341247558,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,neural network,2,0
4919,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 40, 170, 485, 747, 540, 141]",0.0235559940338134,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,neural network,3,0
4920,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 40, 170, 485, 749, 543, 141]",0.0451009273529052,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,neural network,4,0
4921,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 40, 170, 485, 748, 543, 140]",0.1179404258728027,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,edge,estimate,neural network,5,0
4922,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 617, 964, 715, 300]",0.0213890075683593,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,none,2,0
4923,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 617, 964, 715, 300]",0.021622896194458,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,none,3,0
4924,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 617, 964, 715, 300]",0.0213918685913085,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,none,4,0
4925,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 617, 964, 715, 300]",0.0212941169738769,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,none,5,0
4926,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 591, 869, 541, 187]",0.0528359413146972,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,random forest,2,0
4927,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 592, 836, 469, 148]",0.1589887142181396,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,random forest,3,0
4928,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 592, 827, 442, 133]",0.6825430393218994,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,random forest,4,0
4929,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 592, 830, 448, 135]",2.6548688411712646,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,random forest,5,0
4930,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 210, 715, 1198, 768, 270]",0.0291290283203125,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,neural network,2,0
4931,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 210, 724, 1166, 649, 202]",0.0332610607147216,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,neural network,3,0
4932,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 210, 729, 1188, 677, 225]",0.0560920238494873,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,neural network,4,0
4933,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 210, 729, 1190, 681, 227]",0.1460239887237548,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,inf,neural network,5,0
4934,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 593, 804, 418, 138]",0.0196549892425537,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,none,2,0
4935,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 593, 804, 418, 138]",0.019540786743164,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,none,3,0
4936,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 593, 804, 418, 138]",0.0193850994110107,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,none,4,0
4937,"[0, 2, 7, 3, 5, 6, 1, 4, 0]",22.37825031020934,"[1, 7, 42, 201, 593, 804, 418, 138]",0.0195450782775878,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,none,5,0
4938,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 581, 795, 415, 130]",0.0522530078887939,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,random forest,2,0
4939,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 584, 781, 377, 111]",0.1581201553344726,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,random forest,3,0
4940,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 584, 781, 377, 111]",0.682304859161377,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,random forest,4,0
4941,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 199, 584, 781, 377, 110]",2.66477108001709,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,random forest,5,0
4942,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 204, 633, 937, 479, 148]",0.0255439281463623,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,neural network,2,0
4943,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 204, 635, 923, 437, 126]",0.0299048423767089,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,neural network,3,0
4944,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 204, 636, 926, 438, 126]",0.0527081489562988,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,neural network,4,0
4945,"[0, 4, 1, 6, 5, 3, 7, 2, 0]",22.37825031020934,"[1, 7, 42, 204, 636, 926, 438, 125]",0.1403768062591552,8,16.36505818199175,23.373604156036645,1.0,7.211102550927978,4.022388574283078,1.782563607454108,MST,estimate,neural network,5,0
4946,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 142, 295, 438, 431, 195]",0.0111811161041259,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,none,2,0
4947,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 142, 295, 438, 431, 195]",0.0110189914703369,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,none,3,0
4948,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 142, 295, 438, 431, 195]",0.0109779834747314,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,none,4,0
4949,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 142, 295, 438, 431, 195]",0.0108716487884521,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,none,5,0
4950,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",0.0415349006652832,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,random forest,2,0
4951,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",0.1475820541381836,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,random forest,3,0
4952,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",0.6425600051879883,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,random forest,4,0
4953,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",1.9879300594329832,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,random forest,5,0
4954,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 142, 287, 370, 254, 81]",0.0133659839630126,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,neural network,2,0
4955,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 142, 287, 370, 254, 81]",0.0176739692687988,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,neural network,3,0
4956,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 142, 287, 370, 254, 81]",0.0387778282165527,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,neural network,4,0
4957,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 142, 287, 370, 254, 81]",0.0978889465332031,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,inf,neural network,5,0
4958,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 136, 257, 324, 237, 86]",0.0092291831970214,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,none,2,0
4959,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 136, 257, 324, 237, 86]",0.0093529224395751,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,none,3,0
4960,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 136, 257, 324, 237, 86]",0.009253978729248,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,none,4,0
4961,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 40, 136, 257, 324, 237, 86]",0.009310245513916,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,none,5,0
4962,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",0.0414049625396728,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,random forest,2,0
4963,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",0.1475987434387207,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,random forest,3,0
4964,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",0.6390812397003174,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,random forest,4,0
4965,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 135, 254, 316, 225, 79]",1.9830880165100095,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,random forest,5,0
4966,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 136, 258, 327, 228, 79]",0.0124969482421875,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,neural network,2,0
4967,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 136, 258, 327, 228, 79]",0.0168688297271728,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,neural network,3,0
4968,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 136, 258, 327, 228, 79]",0.0378329753875732,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,neural network,4,0
4969,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 40, 136, 258, 327, 228, 79]",0.0945830345153808,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,edge,estimate,neural network,5,0
4970,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 127, 260, 355, 311, 182]",0.010714054107666,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,none,2,0
4971,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 127, 260, 355, 311, 182]",0.010653018951416,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,none,3,0
4972,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 127, 260, 355, 311, 182]",0.0106213092803955,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,none,4,0
4973,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 127, 260, 355, 311, 182]",0.0106499195098876,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,none,5,0
4974,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",0.0411441326141357,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,random forest,2,0
4975,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",0.1482548713684082,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,random forest,3,0
4976,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",0.6534488201141357,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,random forest,4,0
4977,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",1.867940902709961,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,random forest,5,0
4978,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 133, 231, 244, 135, 70]",0.0128681659698486,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,neural network,2,0
4979,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 133, 231, 244, 135, 70]",0.0171239376068115,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,neural network,3,0
4980,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 133, 231, 244, 135, 70]",0.0385758876800537,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,neural network,4,0
4981,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 133, 231, 244, 135, 70]",0.0940229892730712,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,inf,neural network,5,0
4982,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 122, 216, 229, 135, 73]",0.0089190006256103,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,none,2,0
4983,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 122, 216, 229, 135, 73]",0.0089590549468994,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,none,3,0
4984,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 122, 216, 229, 135, 73]",0.0089712142944335,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,none,4,0
4985,"[0, 2, 5, 6, 7, 4, 1, 3, 0]",23.32580357369107,"[1, 7, 41, 122, 216, 229, 135, 73]",0.0089359283447265,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,none,5,0
4986,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",0.0411200523376464,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,random forest,2,0
4987,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",0.1462211608886718,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,random forest,3,0
4988,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",0.6542840003967285,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,random forest,4,0
4989,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 122, 211, 219, 125, 68]",1.867922306060791,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,random forest,5,0
4990,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 123, 214, 223, 126, 68]",0.0120351314544677,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,neural network,2,0
4991,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 123, 214, 223, 126, 68]",0.0167860984802246,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,neural network,3,0
4992,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 123, 214, 223, 126, 68]",0.0382602214813232,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,neural network,4,0
4993,"[0, 3, 1, 4, 7, 6, 5, 2, 0]",23.32580357369107,"[1, 7, 41, 123, 214, 223, 126, 68]",0.089616060256958,8,17.84161925296378,23.559061609427975,1.0,9.219544457292889,5.062382136993837,2.116466384374809,MST,estimate,neural network,5,0
4994,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 104, 172, 167, 119, 56]",0.0068778991699218,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,none,2,0
4995,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 104, 172, 167, 119, 56]",0.0067617893218994,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,none,3,0
4996,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 104, 172, 167, 119, 56]",0.0064990520477294,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,none,4,0
4997,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 104, 172, 167, 119, 56]",0.0066022872924804,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,none,5,0
4998,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 103, 168, 155, 91, 27]",0.0384559631347656,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,random forest,2,0
4999,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 103, 168, 155, 91, 27]",0.1448588371276855,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,random forest,3,0
5000,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 103, 168, 155, 91, 27]",0.6178009510040283,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,random forest,4,0
5001,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 103, 168, 155, 97, 38]",1.6403310298919678,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,random forest,5,0
5002,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 103, 168, 155, 91, 27]",0.0094468593597412,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,neural network,2,0
5003,"[0, 1, 2, 4, 6, 5, 3, 7, 0]",19.764091950405113,"[1, 7, 38, 103, 168, 155, 91, 27]",0.0136609077453613,8,15.307135789365264,19.961732869909163,1.0,7.615773105863909,4.264671187187195,1.708719556369101,edge,inf,neural network,3,0
